336	NC_001879	4097	Nicotiana tabacum	Nicotiana	4085	genus	Nicotiana tabacum;Nicotiana sylvestris
1782	NC_002694	34305	Lotus japonicus	Lotus japonicus	34305	species	Lotus japonicus
846	NC_003119	3880	Medicago truncatula	Medicago truncatula	3880	species	Medicago truncatula
708	NC_004561	33113	Atropa belladonna	Atropa belladonna	33113	species	Atropa belladonna
1802	NC_004993	212734	Calycanthus floridus var. glaucus	Calycanthaceae	3427	family	Calycanthus floridus var. glaucus;Chimonanthus praecox;Chimonanthus nitens;Chimonanthus salicifolius;Chimonanthus zhejiangensis;Calycanthus chinensis x Calycanthus floridus
1269	NC_005086	13333	Amborella trichopoda	Amborella trichopoda	13333	species	Amborella trichopoda
797	NC_006290	4054	Panax ginseng	Araliaceae	4050	family	Panax ginseng;Heptapleurum delavayi;Panax quinquefolius;Panax japonicus;Panax stipuleanatus;Panax trifolius;Aralia caesia;Oplopanax elatus;Aralia thomsonii
2319	NC_006861	37429	Huperzia lucidula	Huperzia	37428	genus	Huperzia lucidula;Huperzia serrata;Huperzia crispata;Huperzia arctica;Huperzia selago;Huperzia kunmingensis
2631	NC_007144	3659	Cucumis sativus	Cucumis	3655	genus	Cucumis sativus;Cucumis hystrix;Cucumis x hytivus
336	NC_007500	4096	Nicotiana sylvestris	Nicotiana	4085	genus	Nicotiana tabacum;Nicotiana sylvestris
911	NC_007578	4236	Lactuca sativa	Lactuca	4235	genus	Lactuca sativa;Lactuca sativa var. angustana;Lactuca aculeata;Lactuca altaica;Lactuca saligna;Lactuca serriola
568	NC_007602	4098	Nicotiana tomentosiformis	Nicotiana tomentosiformis	4098	species	Nicotiana tomentosiformis
285	NC_007898	4081	Solanum lycopersicum	Solanum subgen. Lycopersicon	49274	subgenus	Solanum lycopersicum;Solanum cheesmaniae;Solanum galapagense;Solanum habrochaites;Solanum pimpinellifolium;Solanum arcanum
