NC_035499.1	400
NC_044169.1	198
NC_056278.1	389
NC_036304.1	344
NC_060729.1	369
NC_060581.1	616
NC_071783.1	570
NC_071786.1	595
NC_071789.1	369
NC_071790.1	369
NC_069912.1	427
NC_069913.1	357
NC_069922.1	356
NC_038098.1	346
NC_038102.1	410
NC_038103.1	373
NC_039159.1	427
NC_039160.1	427
NC_039448.1	407
NC_039449.1	407
NC_039451.1	368
NC_057292.1	320
NC_039450.1	404
NC_057293.1	366
NC_057296.1	362
NC_057297.1	359
NC_057639.1	364
NC_057443.1	378
NC_057450.1	198
NC_042671.1	402
NC_042672.1	401
NC_058773.1	395
NC_058774.1	395
NC_058776.1	346
NC_045307.1	382
NC_045308.1	380
NC_045309.1	398
NC_045311.1	387
NC_045313.1	380
NC_045314.1	380
NC_045315.1	380
NC_045316.1	380
NC_036311.1	368
NC_050048.1	367
NC_050051.1	332
NC_050052.1	452
NC_050054.1	340
NC_071793.1	369
NC_071794.1	369
NC_071795.1	369
NC_071796.1	369
NC_071799.1	369
NC_071800.1	374
NC_069923.1	356
NC_069924.1	356
NC_069925.1	356
NC_069926.1	356
NC_069927.1	356
NC_069928.1	356
NC_069929.1	356
NC_031881.1	361
NC_031889.1	388
NC_024813.1	173
NC_022850.1	302
NC_039457.1	374
NC_039458.1	374
NC_039459.1	407
NC_039460.1	407
NC_039462.1	407
NC_039129.1	387
NC_057448.1	390
NC_057455.1	386
NC_057482.1	321
NC_042673.1	198
NC_042686.1	582
NC_042688.1	385
NC_058777.1	394
NC_045317.1	380
NC_045319.1	380
NC_045321.1	387
NC_045322.1	380
NC_045323.1	380
NC_045324.1	380
NC_045325.1	380
NC_050065.1	390
NC_071802.1	369
NC_071804.1	369
NC_071805.1	377
NC_071806.1	374
NC_071808.1	369
NC_071809.1	374
NC_071810.1	328
NC_052855.1	398
NC_069930.1	356
NC_069931.1	356
NC_069932.1	356
NC_069933.1	362
NC_069934.1	362
NC_069935.1	362
NC_027960.1	374
NC_028066.1	385
NC_039463.1	407
NC_039464.1	402
NC_039461.1	407
NC_039415.1	369
NC_057573.1	173
NC_057592.1	363
NC_057620.1	341
NC_042692.1	436
NC_058787.1	437
NC_058788.1	437
NC_045327.1	380
NC_045328.1	380
NC_045330.1	381
NC_045332.1	381
NC_045333.1	380
NC_045335.1	380
NC_036336.1	382
NC_071811.1	369
NC_071812.1	369
NC_071813.1	373
NC_071814.1	369
NC_071816.1	374
NC_071817.1	314
NC_071818.1	387
NC_028439.1	403
NC_052856.1	398
NC_052857.1	398
NC_052858.1	398
NC_052859.1	398
NC_052860.1	380
NC_052861.1	406
NC_069936.1	356
NC_069937.1	356
NC_069938.1	356
NC_069939.1	356
NC_032008.1	402
NC_037699.1	384
NC_037700.1	667
NC_039436.1	387
NC_039413.1	369
NC_042144.1	314
NC_042145.1	323
NC_042146.1	362
NC_042148.1	369
NC_042700.1	369
NC_042701.1	400
NC_042702.1	423
NC_042704.1	406
NC_042706.1	429
NC_042708.1	276
NC_042709.1	406
NC_042710.1	276
NC_058801.1	347
NC_058802.1	283
NC_058804.1	283
NC_058805.1	283
NC_045337.1	380
NC_045339.1	380
NC_045340.1	380
NC_045341.1	380
NC_045342.1	381
NC_045344.1	379
NC_045345.1	380
NC_045346.1	380
NC_071827.1	457
NC_071828.1	375
NC_071829.1	432
NC_028409.1	362
NC_028410.1	362
NC_052867.1	383
NC_052917.1	354
NC_069940.1	356
NC_069941.1	356
NC_069942.1	356
NC_069943.1	356
NC_030347.1	373
NC_030350.1	379
NC_035517.1	406
NC_035528.1	413
NC_035546.1	385
NC_022814.1	379
NC_042154.1	173
NC_042155.1	173
NC_042156.1	173
NC_042157.1	173
NC_042158.1	173
NC_042711.1	408
NC_042713.1	362
NC_042719.1	377
NC_042720.1	412
NC_058808.1	372
NC_058809.1	350
NC_058810.1	350
NC_058812.1	359
NC_058814.1	350
NC_058815.1	350
NC_058816.1	350
NC_058818.1	350
NC_045347.1	380
NC_045348.1	380
NC_045349.1	380
NC_045351.1	381
NC_045352.1	379
NC_045354.1	379
NC_045355.1	397
NC_049883.1	393
NC_050646.1	369
NC_060991.1	385
NC_052919.1	343
NC_052921.1	386
NC_052744.1	394
NC_052792.1	382
NC_069944.1	356
NC_069946.1	370
NC_069948.1	371
NC_053693.1	380
NC_053765.1	409
NC_053833.1	367
NC_035592.1	386
NC_022398.1	362
NC_022400.1	362
NC_022404.1	362
NC_022408.1	362
NC_022409.1	362
NC_022412.1	362
NC_037758.1	393
NC_039412.1	369
NC_042159.1	173
NC_042160.1	355
NC_042161.1	349
NC_042167.1	360
NC_042726.1	173
NC_042727.1	357
NC_058820.1	350
NC_058821.1	382
NC_058822.1	440
NC_058823.1	382
NC_045356.1	380
NC_045357.1	380
NC_045359.1	380
NC_060994.1	373
NC_060996.1	422
NC_060997.1	419
NC_060998.1	420
NC_028421.1	358
NC_028422.1	676
NC_052849.1	372
NC_052863.1	354
NC_069950.1	371
NC_069951.1	371
NC_069954.1	440
NC_069955.1	445
NC_069956.1	440
NC_069957.1	420
NC_032033.1	418
NC_032034.1	416
NC_032040.1	366
NC_024019.1	667
NC_053888.1	366
NC_022380.1	329
NC_022385.1	329
NC_022389.1	329
NC_022392.1	362
NC_022135.1	451
NC_037883.1	370
NC_037911.1	216
NC_037912.1	216
NC_037913.1	216
NC_042178.1	373
NC_042739.1	373
NC_042744.1	345
NC_042745.1	345
NC_058830.1	430
NC_058832.1	448
NC_058833.1	440
NC_058834.1	448
NC_058835.1	224
NC_035671.1	380
NC_035672.1	380
NC_024643.2	415
NC_058688.1	417
NC_058691.1	436
NC_058692.1	346
NC_058693.1	387
NC_036510.1	382
NC_036807.1	413
NC_036808.1	225
NC_036813.1	403
NC_036814.1	403
NC_024662.1	386
NC_024663.1	382
NC_024668.1	402
NC_037717.1	373
NC_046786.1	315
NC_046870.1	416
NC_046824.1	411
NC_046698.1	452
NC_036485.1	369
NC_036384.1	402
NC_036502.1	362
NC_036815.1	403
NC_036816.1	403
NC_036817.1	403
NC_030487.1	314
NC_030615.1	314
NC_035648.1	385
NC_024669.1	403
NC_046774.1	364
NC_036498.1	363
NC_024659.1	386
NC_024660.1	387
NC_024661.1	386
NC_024681.1	464
NC_058732.1	379
NC_053524.1	402
NC_053525.1	305
NC_022264.1	386
NC_058735.1	396
NC_058736.1	366
NC_058740.1	385
NC_058744.1	432
NC_048451.1	361
NC_048453.1	359
NC_048458.1	598
NC_036827.2	417
NC_053535.1	360
NC_058745.1	426
NC_058746.1	427
NC_058747.1	427
NC_058749.1	437
NC_058751.1	392
NC_058754.1	421
NC_058755.1	289
NC_048459.1	563
NC_048460.1	359
NC_048461.1	398
NC_048463.1	422
NC_048464.1	374
NC_026777.1	613
NC_072069.1	347
NC_072070.1	272
NC_053537.1	399
NC_053541.1	386
NC_053544.1	440
NC_035652.1	386
NC_035647.1	373
NC_058756.1	404
NC_058758.1	359
NC_058762.1	351
NC_025593.1	578
NC_060999.1	421
NC_061000.1	420
NC_061001.1	423
NC_061002.1	421
NC_061005.1	421
NC_061006.1	369
NC_067507.1	390
NC_067671.1	350
