NC_035499.1	20
NC_044169.1	48
NC_056278.1	51
NC_036304.1	48
NC_049876.1	54
NC_060729.1	56
NC_060581.1	45
NC_071783.1	47
NC_071786.1	54
NC_071789.1	37
NC_071790.1	37
NC_069912.1	35
NC_069913.1	42
NC_069922.1	41
NC_038098.1	62
NC_038102.1	51
NC_038103.1	24
NC_039448.1	51
NC_039449.1	51
NC_039451.1	51
NC_057292.1	54
NC_039450.1	61
NC_057293.1	50
NC_057296.1	40
NC_057297.1	47
NC_057639.1	55
NC_057443.1	46
NC_057450.1	49
NC_042671.1	52
NC_042672.1	52
NC_058773.1	27
NC_058774.1	27
NC_058776.1	41
NC_045307.1	51
NC_045308.1	51
NC_045309.1	51
NC_045311.1	51
NC_045313.1	51
NC_045314.1	51
NC_045315.1	51
NC_045316.1	51
NC_036311.1	50
NC_050048.1	50
NC_050051.1	52
NC_050052.1	54
NC_050054.1	35
NC_071793.1	44
NC_071794.1	45
NC_071795.1	45
NC_071796.1	44
NC_071799.1	45
NC_071800.1	46
NC_069923.1	41
NC_069924.1	40
NC_069925.1	41
NC_069926.1	41
NC_069927.1	41
NC_069928.1	41
NC_069929.1	41
NC_031881.1	56
NC_024813.1	47
NC_022850.1	49
NC_039457.1	40
NC_039458.1	40
NC_039459.1	51
NC_039460.1	51
NC_039462.1	51
NC_039129.1	67
NC_057448.1	51
NC_057455.1	50
NC_057482.1	52
NC_042673.1	53
NC_042686.1	47
NC_042688.1	51
NC_058777.1	33
NC_058778.1	54
NC_045317.1	51
NC_045319.1	51
NC_045321.1	51
NC_045322.1	51
NC_045323.1	51
NC_045324.1	51
NC_045325.1	51
NC_050065.1	50
NC_071802.1	45
NC_071804.1	45
NC_071805.1	45
NC_071806.1	46
NC_071808.1	45
NC_071809.1	46
NC_071810.1	44
NC_052855.1	58
NC_069930.1	41
NC_069931.1	41
NC_069932.1	41
NC_069933.1	41
NC_069934.1	41
NC_069935.1	41
NC_028066.1	51
NC_039463.1	51
NC_039464.1	51
NC_039461.1	51
NC_039415.1	40
NC_057562.1	54
NC_057573.1	52
NC_057592.1	60
NC_057620.1	52
NC_042692.1	47
NC_058787.1	52
NC_058788.1	52
NC_045327.1	51
NC_045328.1	51
NC_045330.1	51
NC_045332.1	51
NC_045333.1	51
NC_045335.1	51
NC_036336.1	51
NC_071811.1	44
NC_071812.1	44
NC_071813.1	50
NC_071814.1	45
NC_071816.1	46
NC_071817.1	52
NC_071818.1	51
NC_028439.1	47
NC_052856.1	58
NC_052857.1	58
NC_052858.1	59
NC_052859.1	58
NC_052860.1	56
NC_052861.1	58
NC_069936.1	41
NC_069937.1	41
NC_069938.1	41
NC_069939.1	41
NC_037699.1	64
NC_037700.1	46
NC_039436.1	65
NC_039413.1	40
NC_042144.1	52
NC_042145.1	52
NC_042146.1	51
NC_042148.1	51
NC_042700.1	51
NC_042701.1	39
NC_042702.1	53
NC_042704.1	53
NC_042706.1	52
NC_042708.1	58
NC_042709.1	53
NC_042710.1	62
NC_058802.1	52
NC_058804.1	52
NC_058805.1	52
NC_045337.1	51
NC_045339.1	51
NC_045340.1	51
NC_045341.1	51
NC_045342.1	51
NC_045344.1	51
NC_045345.1	46
NC_045346.1	51
NC_071827.1	62
