HM010956.1	380
HM010957.1	380
HM010961.1	380
HQ334909.1	377
HQ334910.1	377
HQ334913.1	377
KC779787.1	366
KC779789.1	368
KC779790.1	368
KM025159.1	345
KX873017.1	353
KX873018.1	353
KX873019.1	353
MH377862.1	355
KC798477.1	373
EF545653.1	379
JF900510.1	365
HG004820.1	405
KY417941.1	388
OQ832760.1	393
PZ623435.1	392
PZ629994.1	393
KF704984.1	351
KP900380.1	415
KP900401.1	415
KX873123.1	345
KX873124.1	345
KY438086.1	313
KM005465.1	344
KM521838.1	391
MN381978.1	385
MN381984.1	385
MN382000.1	385
MN382007.1	385
MN382015.1	385
MN382017.1	385
MN382020.1	385
MN382021.1	385
MN382022.1	365
MN382034.1	385
MN382035.1	385
MN382041.1	385
LC010227.1	384
LC010228.1	384
LC010229.1	384
LC010230.1	384
LC010231.1	384
LC010232.1	384
LC010233.1	384
DQ787413.1	383
EU816751.1	410
KY214927.1	354
KY215021.1	355
KY215022.1	355
AF313037.1	359
AF313038.1	359
AJ548964.1	359
AJ548987.1	359
AM234141.1	374
AY101863.1	359
AY101865.1	359
AY101874.1	359
AY101876.1	358
AY101882.1	359
MN295324.1	375
MN295325.1	375
MW139232.1	359
AY101892.1	359
AY101895.1	361
AY101910.1	353
MH392738.1	347
KC539578.1	354
KF196321.1	413
KF196360.1	413
KF196361.1	413
KR087510.1	384
KR087519.1	384
KR087528.1	385
KR087531.1	384
KR087545.1	384
KR092931.1	383
KR092933.1	381
KR092943.1	382
KR092950.1	381
KY421908.1	367
LN812429.1	415
LN812467.1	415
MH718409.1	381
MH718411.1	381
MT117133.1	355
KF196339.1	415
KF196340.1	415
KF196341.1	415
KF196342.1	415
LN812493.1	419
LN812563.1	383
PV900127.1	390
JF706720.1	366
JF706721.1	365
KC528902.1	344
PX463693.1	347
AJ492459.1	376
KM051445.1	357
KP900397.1	415
HM347004.1	342
HM347010.1	337
HM347012.1	356
HM347013.1	355
HM347016.1	336
HM347018.1	340
HM347019.1	343
HM347020.1	339
HM347023.1	354
KR083318.1	391
KR083319.1	391
MN889428.1	394
AB675866.1	393
HG004849.1	365
LC420930.1	841
LC420935.1	842
MK025952.1	340
MK025953.1	340
MK025967.1	342
MN257667.1	365
KY067697.1	345
MK945634.1	363
MN750387.1	363
JF409917.1	345
KY417937.1	385
LC003517.1	402
KM005466.1	343
KM005467.1	343
KM005468.1	343
KM005469.1	343
KM005474.1	343
KM005475.1	343
KM005483.1	343
KM005484.1	343
KM005485.1	343
KM005486.1	343
KM005487.1	343
KM005488.1	343
KM005496.1	343
KM005497.1	343
KM005498.1	343
KM005499.1	343
KM005500.1	343
KM005501.1	343
KM005530.1	343
KM005531.1	343
KM005532.1	343
KM005533.1	343
KM005542.1	343
KM005543.1	343
KM005544.1	343
KM005553.1	343
