1549	NC_000932	3702
910	NC_001320	39947
2121	NC_001631	3350
2444	NC_001666	4577
1668	NC_001879	4097
1475	NC_002693	85636
519	NC_002694	34305
377	NC_002762	4565
2612	NC_003119	3880
1694	NC_004561	33113
2105	NC_004677	88728
2635	NC_004993	212734
2456	NC_005878	193079
910	NC_005973	2998809
2456	NC_006084	717233
1750	NC_006290	4054
443	NC_007144	3659
1276	NC_007407	4465
144	NC_007499	308872
1668	NC_007500	4096
1694	NC_007602	4098
1779	NC_007898	4081
1692	NC_007942	3847
1779	NC_007943	147425
568	NC_007944	3635
1337	NC_007957	29760
1779	NC_008096	4113
2021	NC_008115	71271
910	NC_008155	39946
392	NC_008235	43335
1729	NC_008325	4039
2090	NC_008326	3415
560	NC_008334	2711
1452	NC_008335	4403
2022	NC_008336	41776
712	NC_008359	248361
2299	NC_008407	126431
1991	NC_008456	224735
1992	NC_008457	398741
473	NC_008590	112509
2538	NC_008591	63632
2456	NC_008602	4558
568	NC_008641	3634
1993	NC_008796	334596
411	NC_009143	3694
1527	NC_009265	434059
1518	NC_009266	72657
1774	NC_009267	74718
2646	NC_009268	78191
1604	NC_009269	50458
1717	NC_009270	3719
1638	NC_009271	78192
2646	NC_009272	171822
1186	NC_009273	59292
2658	NC_009274	226051
1495	NC_009275	65948
1901	NC_009598	13006
1816	NC_009599	153571
1687	NC_009600	145286
1354	NC_009601	145284
2610	NC_009808	4121
969	NC_009962	4428
1276	NC_010093	263995
659	NC_010109	4472
1519	NC_010323	3649
1475	NC_010358	3940
1475	NC_010360	482428
1475	NC_010361	3942
1043	NC_010362	482429
1520	NC_010433	3983
2089	NC_010442	28494
1378	NC_010776	180217
883	NC_011032	15368
660	NC_011163	3827
811	NC_011828	3900
2633	NC_011930	3324
520	NC_012224	180498
1718	NC_012615	93213
938	NC_012927	58923
938	NC_013088	257763
2456	NC_013273	4505
2200	NC_013707	4146
1396	NC_013991	42345
126	NC_014056	141207
2509	NC_014057	3888
776	NC_014062	38684
2490	NC_014063	3860
2021	NC_014570	71139
2152	NC_014575	3322
1012	NC_014676	3641
1521	NC_014697	3760
777	NC_014807	4312
1853	NC_015113	40888
2636	NC_015139	51351
568	NC_015204	34273
2536	NC_015206	101020
1239	NC_015308	3981
2200	NC_015401	158383
2200	NC_015604	129566
1278	NC_015605	4431
2200	NC_015608	497767
2200	NC_015623	158385
782	NC_015803	548148
1567	NC_015804	40916
782	NC_015817	38705
782	NC_015820	145980
1729	NC_015821	4043
782	NC_015826	886359
938	NC_015830	280850
782	NC_015831	591214
611	NC_015891	29656
2090	NC_015892	86722
403	NC_015894	161126
612	NC_015899	161112
629	NC_015983	412675
914	NC_015990	38727
1371	NC_015996	3767
1694	NC_016068	118713
2283	NC_016069	93926
1550	NC_016430	82096
2122	NC_016433	4182
2260	NC_016468	472368
1379	NC_016471	48534
568	NC_016668	29730
568	NC_016670	34276
908	NC_016677	196901
568	NC_016690	34277
568	NC_016692	76056
782	NC_016699	524874
1540	NC_016708	56065
568	NC_016711	34275
568	NC_016712	29729
956	NC_016718	110453
2636	NC_016734	3708
1251	NC_016736	3988
899	NC_016753	4460
1510	NC_016921	519533
910	NC_016927	40149
1273	NC_017602	51953
162	NC_017609	78828
910	NC_017835	4529
568	NC_017894	34282
1323	NC_018109	47637
1323	NC_018110	47635
568	NC_018111	47634
1323	NC_018112	47636
676	NC_018113	3636
1719	NC_018117	4076
613	NC_018541	100364
2513	NC_018552	4072
1720	NC_018565	414717
2536	NC_018766	157670
2536	NC_018767	538574
2536	NC_019601	101007
2536	NC_019602	101015
2023	NC_019616	13750
892	NC_019648	145835
1083	NC_019649	98750
1324	NC_020019	4442
2209	NC_020098	41396
2090	NC_020316	85864
2090	NC_020317	85865
2090	NC_020318	3406
782	NC_020341	4591
1402	NC_020362	1276543
858	NC_020363	188518
1233	NC_020364	131289
1396	NC_020365	244023
1233	NC_020366	292647
585	NC_020367	101696
2416	NC_020372	405043
2321	NC_020431	226208
1970	NC_021101	23250
1720	NC_021102	106773
2284	NC_021111	161395
1803	NC_021121	1265925
909	NC_021372	38686
2498	NC_021425	13715
2499	NC_021426	4407
124	NC_021429	112603
27	NC_021430	112615
27	NC_021431	162386
22	NC_021432	160538
99	NC_021433	1324860
2123	NC_021439	88730
2123	NC_021440	3352
2283	NC_021456	3329
1854	NC_021636	44015
1971	NC_021645	45689
1692	NC_021646	96944
1854	NC_021647	48924
1854	NC_021648	82538
1114	NC_021649	45690
1854	NC_021650	713886
417	NC_021760	4568
417	NC_021762	4572
2543	NC_021936	29650
377	NC_022133	37682
377	NC_022135	4573
1324	NC_022264	182317
2388	NC_022378	36592
2388	NC_022379	87679
2388	NC_022380	87669
2388	NC_022381	582381
2388	NC_022382	1171781
2388	NC_022383	87670
2388	NC_022384	87684
2388	NC_022385	87672
2388	NC_022386	87681
2388	NC_022387	87688
2388	NC_022388	34320
2388	NC_022389	582372
2388	NC_022390	183836
2388	NC_022391	34319
2021	NC_022392	183838
2021	NC_022393	1282669
2021	NC_022394	452569
2021	NC_022395	87674
2021	NC_022396	87663
